ID;RUN;Nombre;Apellidos;Dirección;"Correo Electrónico";Teléfono;tipo;titular;rol;profesión;especialidad;firma;"institucion previsional de salud";
846;712189-K;"Laura Carmen";Fuentes;"Av. Irarrazabal 4791";laura.fuentes@mailficticio.cl;953963278;beneficiario;574724-4;Paciente;;;"sin firma";"Menos vida S.A.";
847;716390-8;Luis;"Hernández Rodríguez";"Av. Providencia 4781";luis.hernandez@dominiofake.net;984775180;beneficiario;543286-3;Paciente;;;"sin firma";"Medibanc S.A.";
849;549911-9;Pedro;"Soto Morales";"Av. Libertador Bernardo O'Higgins 6819";pedro.soto@prueba.org;979738816;titular;549911-9;"Staff Médico";Enfermero/a;;"sin firma";"especial S.A.";
850;638951-1;"Paula Ana";"Contreras Contreras";"Av. Manuel Montt 8600";paula.contreras@mailficticio.cl;915139773;beneficiario;560240-8;Paciente;;;"sin firma";"Menos vida S.A.";
851;148822-8;María;Silva;"Av. Matta 6579";maria.silva@correoexample.com;925457356;beneficiario;644304-4;Paciente;;;"sin firma";"Medibanc S.A.";
852;602301-0;Javier;Fuentes;"Av. Manuel Montt 3782";javier.fuentes@correoexample.com;977671648;beneficiario;295009-K;Paciente;;;"sin firma";"Colmena de avispas S.A.";
853;423987-3;"Antonio Isabel";"Rodríguez Morales";"Av. Pajaritos 7101";antonio.rodriguez@mailficticio.cl;902973789;titular;423987-3;"Staff Médico";Kinesiólogo/a;;"sin firma";"Vida uno S.A.";
854;103763-3;"Sofía Lucía";Soto;"Av. Los Leones 11372";sofia.soto@mailficticio.cl;915004577;beneficiario;843783-1;Paciente;;;"sin firma";"Vida uno S.A.";
855;908951-9;Paula;"Díaz Rojas";"Av. Apoquindo 9454";paula.diaz@prueba.org;948799754;beneficiario;275377-4;Paciente;;;"sin firma";"Salud Ltda.";
856;403936-K;Marta;"Silva Contreras";"Av. Manuel Montt 7598";marta.silva@mailficticio.cl;998133964;titular;403936-K;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
857;601349-K;"Laura Antonio";"Morales Rojas";"Av. Providencia 1520";laura.morales@dominiofake.net;902610473;titular;601349-K;Paciente;;;"sin firma";"Fundación e imperio";
858;569629-1;"José Daniel";"Díaz Espinoza";"Av. Vicuña Mackenna 1888";jose.diaz@prueba.org;989782876;beneficiario;633630-2;Paciente;;;"sin firma";"Menos vida S.A.";
859;960409-K;"José Andrés";"Muñoz Espinoza";"Av. Libertador Bernardo O'Higgins 1744";jose.munoz@mailficticio.cl;928355843;titular;960409-K;Paciente;;;"sin firma";"Salud Ltda.";
860;583228-4;José;Morales;"Av. Apoquindo 4448";jose.morales@mailficticio.cl;906062683;titular;583228-4;"Staff Médico";Enfermero/a;;"sin firma";"Medibanc S.A.";
861;913232-5;Miguel;Valenzuela;"Av. Independencia 11295";miguel.valenzuela@dominiofake.net;982694584;titular;913232-5;Paciente;;;"sin firma";"Cruz de Malta S.A.";
862;333913-0;"Miguel Paula";"Rojas Soto";"Av. Tobalaba 3687";miguel.rojas@dominiofake.net;937495123;titular;333913-0;Paciente;;;"sin firma";FONASA;
863;469788-K;"Juan Juan";López;"Av. Macul 4304";juan.lopez@correoexample.com;915097741;titular;469788-K;Paciente;;;./firma/863;"sinsalud S.A.";
864;887315-1;Pedro;"Araya González";"Av. Macul 7988";pedro.araya@correoexample.com;980435667;titular;887315-1;Paciente;;;"sin firma";FONASA;
865;496254-0;"Javier Javier";Muñoz;"Av. Pajaritos 8238";javier.munoz@correoexample.com;965536867;beneficiario;488171-0;Paciente;;;"sin firma";"Vida uno S.A.";
866;396855-3;"Luis Isabel";"González Rodríguez";"Av. Providencia 1675";luis.gonzalez@mailficticio.cl;956874962;beneficiario;530519-5;Paciente;;;"sin firma";"Cruz de Malta S.A.";
867;185890-4;Carmen;"Rojas Hernández";"Av. Manuel Montt 8804";carmen.rojas@prueba.org;921920775;titular;185890-4;"Staff Médico";Enfermero/a;;"sin firma";"Fundación e imperio";
868;304253-7;"Javier Marta";"Martínez Fuentes";"Av. Los Leones 981";javier.martinez@dominiofake.net;932118221;beneficiario;555848-4;Paciente;;;"sin firma";"sinsalud S.A.";
869;212356-8;Carmen;Sepúlveda;"Av. Independencia 11635";carmen.sepulveda@prueba.org;999493407;titular;212356-8;Paciente;;;"sin firma";FONASA;
870;842377-6;Sofía;"Rodríguez Rodríguez";"Av. Grecia 8813";sofia.rodriguez@mailficticio.cl;949990799;titular;842377-6;Paciente;;;"sin firma";FONASA;
871;275681-1;Javier;"Díaz Torres";"Av. Manuel Montt 4728";javier.diaz@mailficticio.cl;906190957;beneficiario;948604-6;Paciente;;;"sin firma";FONASA;
872;782965-5;Paula;"Rojas Díaz";"Av. Grecia 4714";paula.rojas@correoexample.com;949016950;titular;782965-5;"Staff Médico";Médico;Infectología;./firma/872;"Colmena de avispas S.A.";
873;968985-0;"Laura Lucía";"Contreras Sepúlveda";"Av. Macul 5658";laura.contreras@mailficticio.cl;919750000;beneficiario;217593-2;Paciente;;;"sin firma";"Vida uno S.A.";
874;511474-8;Ana;"Martínez Araya";"Av. Los Leones 9396";ana.martinez@mailficticio.cl;997970493;beneficiario;469788-K;Paciente;;;"sin firma";"sinsalud S.A.";
875;997478-4;"Juan Lucía";"Díaz Hernández";"Av. Irarrazabal 2768";juan.diaz@dominiofake.net;939181305;beneficiario;546549-4;Paciente;;;"sin firma";"Vida uno S.A.";
876;748996-K;"María María";"González Martínez";"Av. Recoleta 5178";maria.gonzalez@mailficticio.cl;950680484;beneficiario;873966-8;Paciente;;;"sin firma";"especial S.A.";
877;682054-9;María;Rojas;"Av. Macul 4825";maria.rojas@mailficticio.cl;950595661;beneficiario;100222-8;Paciente;;;"sin firma";"Medibanc S.A.";
878;526041-8;Antonio;"Rojas Sepúlveda";"Av. Apoquindo 10301";antonio.rojas@dominiofake.net;976063440;beneficiario;172329-4;Paciente;;;"sin firma";"especial S.A.";
879;328342-9;Marta;"Valenzuela López";"Av. Libertador Bernardo O'Higgins 8598";marta.valenzuela@dominiofake.net;983762164;titular;328342-9;Paciente;;;"sin firma";"especial S.A.";
880;261236-4;Ana;González;"Av. Irarrazabal 11032";ana.gonzalez@prueba.org;919929344;beneficiario;120667-2;Paciente;;;"sin firma";"sinsalud S.A.";
881;104945-3;Isabel;"Contreras Silva";"Av. Irarrazabal 5307";isabel.contreras@mailficticio.cl;929736207;titular;104945-3;Paciente;;;"sin firma";FONASA;
882;438308-7;Juan;"Rodríguez Araya";"Av. Los Leones 10400";juan.rodriguez@correoexample.com;951665131;beneficiario;227502-3;Paciente;;;"sin firma";"Vida uno S.A.";
883;886715-1;"Andrés Miguel";"Muñoz Silva";"Av. Los Leones 4528";andres.munoz@dominiofake.net;957190492;beneficiario;587352-5;Paciente;;;"sin firma";"Cruz de Malta S.A.";
884;963153-4;Ana;"Martínez Espinoza";"Av. Matta 812";ana.martinez@correoexample.com;978352894;titular;963153-4;Administrativo;;;"sin firma";"Cruz pal cielo Ltda.";
885;399607-7;Ana;"Espinoza González";"Av. Recoleta 7627";ana.espinoza@mailficticio.cl;965912555;titular;399607-7;Paciente;;;"sin firma";"especial S.A.";
886;793570-6;María;Araya;"Av. Matta 7003";maria.araya@prueba.org;975793353;titular;793570-6;Paciente;;;"sin firma";FONASA;
887;559186-4;José;Flores;"Av. Matta 3596";jose.flores@mailficticio.cl;921341244;titular;559186-4;Paciente;;;"sin firma";"Menos vida S.A.";
888;127112-1;Andrés;"Fuentes Sepúlveda";"Av. Macul 6249";andres.fuentes@dominiofake.net;938518133;titular;127112-1;Paciente;;;"sin firma";"especial S.A.";
889;829057-1;Isabel;"Fuentes Soto";"Av. Matta 3493";isabel.fuentes@correoexample.com;989951870;beneficiario;483293-0;Paciente;;;"sin firma";"Salud Ltda.";
890;949184-8;Ana;Silva;"Av. Matta 1396";ana.silva@mailficticio.cl;958856699;beneficiario;543385-1;Paciente;;;"sin firma";"Salud Ltda.";
891;532387-8;Diego;"Espinoza Araya";"Av. La Florida 7794";diego.espinoza@mailficticio.cl;946582380;beneficiario;979431-K;Paciente;;;"sin firma";"Colmena de avispas S.A.";
892;745327-2;Miguel;"Contreras Martínez";"Av. Vicuña Mackenna 2850";miguel.contreras@prueba.org;969328312;beneficiario;448426-6;Paciente;;;"sin firma";"Menos vida S.A.";
893;259093-K;Lucía;"Valenzuela Valenzuela";"Av. Pajaritos 5305";lucia.valenzuela@dominiofake.net;907345622;titular;259093-K;Paciente;;;"sin firma";"Vida uno S.A.";
894;645176-4;Luis;Pérez;"Av. Irarrazabal 1787";luis.perez@mailficticio.cl;958013201;titular;645176-4;Paciente;;;"sin firma";FONASA;
895;501187-6;Francisco;"Morales Hernández";"Av. Vicuña Mackenna 11900";francisco.morales@correoexample.com;971116995;beneficiario;201979-5;Paciente;;;"sin firma";"Vida uno S.A.";
896;116343-4;Laura;"Espinoza Morales";"Av. Providencia 1152";laura.espinoza@prueba.org;910001068;titular;116343-4;"Staff Médico";Kinesiólogo/a;;"sin firma";"especial S.A.";
897;275572-6;Daniel;"Contreras López";"Av. Tobalaba 1110";daniel.contreras@mailficticio.cl;961001661;beneficiario;108339-2;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
898;724368-5;Paula;"Martínez Díaz";"Av. Los Leones 8013";paula.martinez@correoexample.com;974848108;beneficiario;754721-8;Paciente;;;"sin firma";"Medibanc S.A.";
899;874754-7;"José Pedro";"Sepúlveda Morales";"Av. Grecia 4011";jose.sepulveda@dominiofake.net;969130608;beneficiario;319555-4;Paciente;;;"sin firma";"sinsalud S.A.";
900;699037-1;"Marta Diego";Martínez;"Av. Vicuña Mackenna 1431";marta.martinez@correoexample.com;917876591;beneficiario;811114-6;Paciente;;;"sin firma";"Colmena de avispas S.A.";
901;855065-4;Andrés;"Silva Araya";"Av. Independencia 422";andres.silva@mailficticio.cl;900241338;titular;855065-4;Paciente;;;"sin firma";"sinsalud S.A.";
902;163931-5;"Miguel Carmen";Flores;"Av. Recoleta 3824";miguel.flores@mailficticio.cl;930695636;beneficiario;582926-7;Paciente;;;"sin firma";"Salud Ltda.";
903;555482-9;María;"Espinoza Flores";"Av. Manuel Montt 3554";maria.espinoza@correoexample.com;990410799;beneficiario;583228-4;Paciente;;;"sin firma";"Medibanc S.A.";
904;708550-8;Laura;Contreras;"Av. La Florida 8579";laura.contreras@correoexample.com;917170753;titular;708550-8;Paciente;;;"sin firma";FONASA;
905;292031-K;Laura;"Hernández López";"Av. Los Leones 4436";laura.hernandez@correoexample.com;932639005;beneficiario;691847-6;Paciente;;;"sin firma";"Fundación e imperio";
906;169733-1;Paula;Valenzuela;"Av. Los Leones 10059";paula.valenzuela@mailficticio.cl;930442251;beneficiario;621649-8;Paciente;;;"sin firma";"Vida uno S.A.";
907;744867-8;Diego;Espinoza;"Av. Grecia 11090";diego.espinoza@correoexample.com;908493188;beneficiario;314948-K;Paciente;;;"sin firma";"especial S.A.";
908;454680-6;Carmen;Contreras;"Av. La Florida 9492";carmen.contreras@correoexample.com;996871141;titular;454680-6;Paciente;;;"sin firma";"sinsalud S.A.";
909;986060-6;Paula;"López Espinoza";"Av. Apoquindo 4408";paula.lopez@mailficticio.cl;936348859;titular;986060-6;Paciente;;;"sin firma";FONASA;
910;405046-0;"Javier Marta";"Contreras Flores";"Av. Macul 9934";javier.contreras@dominiofake.net;940533071;titular;405046-0;Administrativo;;;"sin firma";"Salud Ltda.";
911;198577-9;Antonio;"Fuentes Rodríguez";"Av. Macul 6813";antonio.fuentes@dominiofake.net;938626363;titular;198577-9;Administrativo;;;"sin firma";FONASA;
912;131248-0;Ana;"Valenzuela González";"Av. Matta 967";ana.valenzuela@mailficticio.cl;972868350;beneficiario;488171-0;Paciente;;;"sin firma";"Vida uno S.A.";
913;295777-9;"Ana María";"Valenzuela Silva";"Av. Libertador Bernardo O'Higgins 9378";ana.valenzuela@mailficticio.cl;903100439;titular;295777-9;Paciente;;;./firma/913;"Menos vida S.A.";
914;127582-8;Pedro;"Pérez Sepúlveda";"Av. Libertador Bernardo O'Higgins 6580";pedro.perez@prueba.org;926685278;beneficiario;586621-9;Paciente;;;"sin firma";"Fundación e imperio";
915;516919-4;María;Valenzuela;"Av. Tobalaba 4592";maria.valenzuela@mailficticio.cl;983808523;beneficiario;405046-0;Paciente;;;"sin firma";"Salud Ltda.";
916;917771-K;"Sofía Laura";"Silva González";"Av. Los Leones 2242";sofia.silva@dominiofake.net;975826120;titular;917771-K;Paciente;;;"sin firma";"Cruz de Malta S.A.";
917;614379-2;Marta;"Pérez Díaz";"Av. Macul 565";marta.perez@mailficticio.cl;930695649;beneficiario;173056-8;Paciente;;;"sin firma";"Menos vida S.A.";
918;498210-K;"Andrés Luis";"Espinoza López";"Av. Apoquindo 11102";andres.espinoza@correoexample.com;948836624;beneficiario;836109-6;Paciente;;;"sin firma";"Colmena de avispas S.A.";
919;373391-2;"Antonio Laura";"Soto Flores";"Av. La Florida 11125";antonio.soto@mailficticio.cl;984485028;beneficiario;754950-4;Paciente;;;"sin firma";"Medibanc S.A.";
920;858507-5;"Diego Isabel";"Muñoz Pérez";"Av. Irarrazabal 3981";diego.munoz@correoexample.com;940769940;beneficiario;302486-5;Paciente;;;"sin firma";"especial S.A.";
921;430250-8;Javier;Díaz;"Av. Los Leones 1246";javier.diaz@mailficticio.cl;933808551;beneficiario;663761-2;Paciente;;;"sin firma";"Salud Ltda.";
922;428954-4;"Pedro Diego";Díaz;"Av. Grecia 11281";pedro.diaz@correoexample.com;949685303;titular;428954-4;Paciente;;;"sin firma";"Medibanc S.A.";
923;460857-7;Diego;"Pérez López";"Av. Los Leones 43";diego.perez@dominiofake.net;948731175;titular;460857-7;Paciente;;;"sin firma";FONASA;
924;151413-K;Juan;"Fuentes Rojas";"Av. Los Leones 8810";juan.fuentes@correoexample.com;956989025;titular;151413-K;Paciente;;;"sin firma";"Menos vida S.A.";
925;478140-6;José;Pérez;"Av. Manuel Montt 5712";jose.perez@mailficticio.cl;993511334;beneficiario;530522-5;Paciente;;;"sin firma";"Vida uno S.A.";
926;462341-K;"Luis Lucía";"Silva Contreras";"Av. Matta 8900";luis.silva@mailficticio.cl;988946764;beneficiario;293796-4;Paciente;;;"sin firma";"Medibanc S.A.";
927;647579-5;Isabel;"Silva Muñoz";"Av. Irarrazabal 9477";isabel.silva@dominiofake.net;919270454;beneficiario;451312-6;Paciente;;;"sin firma";"Medibanc S.A.";
928;786443-4;Pedro;"González Contreras";"Av. Libertador Bernardo O'Higgins 3728";pedro.gonzalez@mailficticio.cl;928853705;beneficiario;352080-3;Paciente;;;"sin firma";"Medibanc S.A.";
929;643537-8;"Diego Miguel";"Contreras López";"Av. Vicuña Mackenna 5483";diego.contreras@mailficticio.cl;946149898;titular;643537-8;Paciente;;;"sin firma";"Cruz de Malta S.A.";
930;546502-8;Antonio;"Díaz Muñoz";"Av. Providencia 5546";antonio.diaz@dominiofake.net;960967435;titular;546502-8;Paciente;;;"sin firma";"especial S.A.";
931;589565-0;"Juan Francisco";"Sepúlveda Soto";"Av. Recoleta 10884";juan.sepulveda@dominiofake.net;902501671;titular;589565-0;Paciente;;;"sin firma";"Vida uno S.A.";
932;134395-5;"Paula Ana";"Araya Araya";"Av. Recoleta 2894";paula.araya@mailficticio.cl;902273014;beneficiario;797134-6;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
933;737286-8;"Luis Luis";"Fuentes Soto";"Av. Irarrazabal 1352";luis.fuentes@mailficticio.cl;946509980;beneficiario;530178-5;Paciente;;;"sin firma";"Cruz de Malta S.A.";
934;753353-5;"Daniel Juan";"Muñoz Martínez";"Av. La Florida 4752";daniel.munoz@prueba.org;921519266;beneficiario;231778-8;Paciente;;;"sin firma";"Fundación e imperio";
935;964568-3;"Daniel Andrés";Araya;"Av. Los Leones 8007";daniel.araya@prueba.org;920759391;beneficiario;856363-2;Paciente;;;"sin firma";"especial S.A.";
936;560991-7;Luis;"González Soto";"Av. Grecia 4751";luis.gonzalez@correoexample.com;910054139;titular;560991-7;Paciente;;;"sin firma";FONASA;
937;199337-2;Ana;López;"Av. Tobalaba 3586";ana.lopez@prueba.org;976542161;beneficiario;769470-9;Paciente;;;"sin firma";"Menos vida S.A.";
938;413092-8;Daniel;"González Rodríguez";"Av. Irarrazabal 3482";daniel.gonzalez@correoexample.com;972472280;beneficiario;148858-9;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
939;329651-2;Sofía;"Rodríguez Flores";"Av. Recoleta 3078";sofia.rodriguez@dominiofake.net;981679627;titular;329651-2;Paciente;;;"sin firma";FONASA;
940;350710-6;Antonio;"Rojas Flores";"Av. Independencia 10276";antonio.rojas@dominiofake.net;907591104;beneficiario;557142-1;Paciente;;;"sin firma";"especial S.A.";
941;942967-0;"Carmen Luis";"González Díaz";"Av. Tobalaba 2728";carmen.gonzalez@mailficticio.cl;988757150;titular;942967-0;Paciente;;;"sin firma";"Salud Ltda.";
942;228530-4;Luis;"López Rojas";"Av. La Florida 6332";luis.lopez@mailficticio.cl;998232027;beneficiario;271097-8;Paciente;;;"sin firma";"especial S.A.";
943;946357-7;"José Andrés";Silva;"Av. Libertador Bernardo O'Higgins 2661";jose.silva@correoexample.com;997172169;beneficiario;180153-8;Paciente;;;"sin firma";"Menos vida S.A.";
944;450082-2;María;"Pérez Hernández";"Av. Tobalaba 9193";maria.perez@correoexample.com;966479693;beneficiario;150441-K;Paciente;;;"sin firma";"Menos vida S.A.";
945;649657-1;"José Marta";"Soto Pérez";"Av. Providencia 5595";jose.soto@mailficticio.cl;928419915;titular;649657-1;Paciente;;;"sin firma";"Fundación e imperio";
946;951458-9;Lucía;"Sepúlveda Morales";"Av. Manuel Montt 11655";lucia.sepulveda@mailficticio.cl;978869111;beneficiario;961392-7;Paciente;;;"sin firma";FONASA;
947;122855-2;Paula;"Sepúlveda Fuentes";"Av. Macul 3612";paula.sepulveda@dominiofake.net;987689702;beneficiario;705002-K;Paciente;;;"sin firma";"sinsalud S.A.";
948;869259-9;Miguel;"Valenzuela Contreras";"Av. Libertador Bernardo O'Higgins 229";miguel.valenzuela@dominiofake.net;956228322;beneficiario;186552-8;Paciente;;;"sin firma";"Salud Ltda.";
949;724622-6;Antonio;Flores;"Av. Providencia 263";antonio.flores@correoexample.com;931273366;beneficiario;683212-1;Paciente;;;"sin firma";"especial S.A.";
950;859603-4;Juan;"Sepúlveda Soto";"Av. Independencia 5612";juan.sepulveda@prueba.org;916282611;titular;859603-4;Paciente;;;./firma/950;"Medibanc S.A.";
951;984928-9;"Diego María";"Martínez Soto";"Av. Macul 5253";diego.martinez@dominiofake.net;971037490;titular;984928-9;"Staff Médico";Tens;;"sin firma";"Salud Ltda.";
952;938320-4;"José Paula";"González Fuentes";"Av. Grecia 666";jose.gonzalez@mailficticio.cl;948223116;titular;938320-4;Administrativo;;;"sin firma";"Colmena de avispas S.A.";
953;852853-5;Andrés;"Espinoza Díaz";"Av. Pajaritos 3151";andres.espinoza@prueba.org;964204669;beneficiario;814213-0;Paciente;;;"sin firma";"Salud Ltda.";
954;810968-0;José;"Fuentes López";"Av. Vicuña Mackenna 3952";jose.fuentes@dominiofake.net;915540410;beneficiario;249516-3;Paciente;;;"sin firma";FONASA;
955;176853-0;Isabel;Pérez;"Av. Independencia 2193";isabel.perez@dominiofake.net;905380586;titular;176853-0;Paciente;;;"sin firma";FONASA;
956;129771-6;"Pedro Lucía";Flores;"Av. Grecia 9682";pedro.flores@correoexample.com;909828312;titular;129771-6;Administrativo;;;"sin firma";"Cruz pal cielo Ltda.";
957;126926-7;Daniel;Araya;"Av. Los Leones 2596";daniel.araya@mailficticio.cl;955468931;beneficiario;167283-5;Paciente;;;"sin firma";"Menos vida S.A.";
958;471613-2;Miguel;"Fuentes Rodríguez";"Av. Independencia 2336";miguel.fuentes@prueba.org;953058928;beneficiario;973297-7;Paciente;;;"sin firma";FONASA;
959;368966-2;"Javier Pedro";"Espinoza Rodríguez";"Av. Independencia 1162";javier.espinoza@mailficticio.cl;909630365;beneficiario;736703-1;Paciente;;;"sin firma";FONASA;
960;958550-8;"Isabel Carmen";"Martínez Sepúlveda";"Av. Libertador Bernardo O'Higgins 9550";isabel.martinez@mailficticio.cl;910155759;beneficiario;934880-8;Paciente;;;"sin firma";"Fundación e imperio";
961;555879-4;"Luis Marta";"Silva Pérez";"Av. Independencia 5442";luis.silva@dominiofake.net;916979248;beneficiario;738274-K;Paciente;;;"sin firma";"Salud Ltda.";
962;985495-9;"María Marta";"Contreras Torres";"Av. Tobalaba 1924";maria.contreras@dominiofake.net;995542023;titular;985495-9;Administrativo;;;"sin firma";"Menos vida S.A.";
963;554348-7;Paula;"Rodríguez Flores";"Av. La Florida 4921";paula.rodriguez@correoexample.com;990304986;beneficiario;460310-9;Paciente;;;"sin firma";"Medibanc S.A.";
964;138515-1;Sofía;"Silva Contreras";"Av. Independencia 96";sofia.silva@prueba.org;928768276;titular;138515-1;Paciente;;;"sin firma";"especial S.A.";
965;901420-9;Marta;"Araya Valenzuela";"Av. Tobalaba 3882";marta.araya@mailficticio.cl;991841450;beneficiario;996775-3;Paciente;;;"sin firma";"Colmena de avispas S.A.";
966;803364-1;"Carmen Paula";"Torres Espinoza";"Av. Pajaritos 5334";carmen.torres@correoexample.com;950687050;titular;803364-1;Paciente;;;"sin firma";"Medibanc S.A.";
967;448426-6;Pedro;"Espinoza González";"Av. Pajaritos 11970";pedro.espinoza@correoexample.com;946268167;titular;448426-6;Administrativo;;;"sin firma";"Menos vida S.A.";
968;370775-K;"Laura Juan";"Contreras Martínez";"Av. Independencia 4741";laura.contreras@prueba.org;946427152;beneficiario;183019-8;Paciente;;;"sin firma";FONASA;
